Origin,Dest,CRSDepTime,CRSArrTime,DepDelay,FlightDate,Distance,LateAircraftDelay,WeatherDelay,day,month,hour,OriginCity,temperature_c,precip_mm,cloud_pct,wind_speed_mps
EWR,ORD,1000,1138,27.0,2025-01-07,719.0,0.0,0.0,7,1,10,New York,-5.6,0.0,94.0,19.4
DEN,BOS,1738,2337,53.0,2025-01-07,1754.0,29.0,0.0,7,1,17,Denver,-3.8,0.0,55.0,2.8
DEN,EWR,1340,1914,119.0,2025-01-07,1605.0,21.0,0.0,7,1,13,Denver,-5.0,0.4,100.0,9.3
DEN,BZN,1150,1342,20.0,2025-01-07,524.0,5.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
EWR,FLL,1438,1751,108.0,2025-01-07,1065.0,84.0,0.0,7,1,14,New York,-3.4,0.0,92.0,29.7
ORD,CMH,1750,2016,18.0,2025-01-07,296.0,0.0,0.0,7,1,17,Chicago,-4.5,0.0,100.0,5.4
SEA,DEN,1235,1617,70.0,2025-01-07,1024.0,70.0,0.0,7,1,12,Seattle,1.7,0.0,100.0,5.4
DEN,PHX,745,949,2.0,2025-01-07,602.0,0.0,0.0,7,1,7,Denver,-2.7,0.3,100.0,9.8
DEN,CMH,1010,1505,6.0,2025-01-07,1154.0,0.0,0.0,7,1,10,Denver,-3.8,0.5,100.0,11.0
EWR,MCO,1004,1306,164.0,2025-01-07,937.0,96.0,0.0,7,1,10,New York,-5.6,0.0,94.0,19.4
DEN,LGA,810,1353,6.0,2025-01-07,1620.0,0.0,0.0,7,1,8,Denver,-3.0,0.3,100.0,11.1
DEN,LAS,1358,1504,44.0,2025-01-07,628.0,27.0,0.0,7,1,13,Denver,-5.0,0.4,100.0,9.3
DEN,MIA,1015,1615,36.0,2025-01-07,1709.0,0.0,0.0,7,1,10,Denver,-3.8,0.5,100.0,11.0
DEN,SMF,1155,1336,30.0,2025-01-07,909.0,12.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
EWR,MCO,1125,1427,59.0,2025-01-07,937.0,34.0,0.0,7,1,11,New York,-5.1,0.0,99.0,22.8
IAH,MIA,1838,2215,80.0,2025-01-07,964.0,52.0,0.0,7,1,18,Houston,8.3,0.0,0.0,9.4
EWR,BOS,1930,2046,54.0,2025-01-07,200.0,0.0,0.0,7,1,19,New York,-3.6,0.0,100.0,22.7
DEN,ORF,1747,2313,44.0,2025-01-07,1553.0,0.0,0.0,7,1,17,Denver,-3.8,0.0,55.0,2.8
IAH,DFW,1425,1552,18.0,2025-01-07,224.0,0.0,0.0,7,1,14,Houston,5.9,0.0,0.0,7.1
EWR,IAD,2100,2220,31.0,2025-01-07,212.0,0.0,0.0,7,1,21,New York,-3.2,0.0,66.0,18.5
DEN,LAX,1945,2121,70.0,2025-01-07,862.0,34.0,0.0,7,1,19,Denver,-5.7,0.0,84.0,1.8
EWR,IAD,600,719,82.0,2025-01-07,212.0,0.0,0.0,7,1,6,New York,-7.6,0.0,65.0,15.6
DEN,FCA,1115,1337,77.0,2025-01-07,752.0,0.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
SAN,DEN,700,1028,48.0,2025-01-07,853.0,0.0,48.0,7,1,7,San Diego,13.1,0.0,100.0,11.9
DEN,BWI,941,1505,198.0,2025-01-07,1491.0,0.0,0.0,7,1,9,Denver,-3.5,0.3,100.0,10.9
SEA,IAD,800,1606,0.0,2025-01-07,2306.0,0.0,0.0,7,1,8,Seattle,1.5,0.0,51.0,1.4
DEN,DFW,941,1246,37.0,2025-01-07,641.0,0.0,0.0,7,1,9,Denver,-3.5,0.3,100.0,10.9
EWR,MCO,910,1212,44.0,2025-01-07,937.0,0.0,0.0,7,1,9,New York,-6.1,0.0,12.0,17.8
ORD,LGA,1800,2111,56.0,2025-01-07,733.0,56.0,0.0,7,1,18,Chicago,-4.7,0.0,100.0,4.1
IAH,DEN,1240,1426,69.0,2025-01-07,862.0,56.0,0.0,7,1,12,Houston,2.9,0.0,0.0,11.6
EWR,SEA,759,1116,122.0,2025-01-07,2402.0,89.0,0.0,7,1,7,New York,-7.3,0.0,61.0,15.2
SEA,EWR,708,1517,-4.0,2025-01-07,2402.0,0.0,0.0,7,1,7,Seattle,1.8,0.0,69.0,4.8
DEN,SNA,1132,1303,202.0,2025-01-07,846.0,192.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
ORD,SRQ,1055,1455,37.0,2025-01-07,1050.0,0.0,0.0,7,1,10,Chicago,-8.9,0.0,100.0,9.4
DEN,STL,1325,1631,31.0,2025-01-07,770.0,0.0,0.0,7,1,13,Denver,-5.0,0.4,100.0,9.3
DEN,SAN,1328,1457,49.0,2025-01-07,853.0,47.0,0.0,7,1,13,Denver,-5.0,0.4,100.0,9.3
DEN,LAS,1615,1721,44.0,2025-01-07,628.0,0.0,0.0,7,1,16,Denver,-4.2,0.1,100.0,3.4
DEN,PSP,1115,1239,56.0,2025-01-07,776.0,46.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
ORD,LGA,1830,2148,24.0,2025-01-07,733.0,0.0,0.0,7,1,18,Chicago,-4.7,0.0,100.0,4.1
IAH,ORD,1420,1710,19.0,2025-01-07,925.0,0.0,0.0,7,1,14,Houston,5.9,0.0,0.0,7.1
IAH,EWR,830,1300,36.0,2025-01-07,1400.0,15.0,0.0,7,1,8,Houston,0.0,0.0,0.0,7.9
EWR,AUS,2026,2344,50.0,2025-01-07,1504.0,44.0,0.0,7,1,20,New York,-3.7,0.0,86.0,23.1
LAX,DEN,1115,1444,107.0,2025-01-07,862.0,0.0,0.0,7,1,11,Los Angeles,10.9,0.0,95.0,2.7
LAX,LAS,1625,1742,2.0,2025-01-07,236.0,0.0,0.0,7,1,16,Los Angeles,19.2,0.0,60.0,8.6
DEN,CID,1055,1353,97.0,2025-01-07,692.0,82.0,0.0,7,1,10,Denver,-3.8,0.5,100.0,11.0
IAH,AUS,2010,2115,60.0,2025-01-07,140.0,0.0,0.0,7,1,20,Houston,6.2,0.0,0.0,7.4
DEN,DRO,1115,1229,197.0,2025-01-07,251.0,134.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
DEN,BNA,950,1328,67.0,2025-01-07,1014.0,33.0,0.0,7,1,9,Denver,-3.5,0.3,100.0,10.9
DEN,IND,1805,2237,53.0,2025-01-07,977.0,35.0,0.0,7,1,18,Denver,-4.6,0.0,86.0,2.1
LAX,IAD,840,1614,4.0,2025-01-07,2288.0,0.0,0.0,7,1,8,Los Angeles,7.9,0.0,21.0,3.6
DEN,SAT,1005,1321,5.0,2025-01-07,794.0,0.0,0.0,7,1,10,Denver,-3.8,0.5,100.0,11.0
DEN,PHX,1130,1332,41.0,2025-01-07,602.0,41.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
DEN,IAD,800,1323,-2.0,2025-01-07,1452.0,0.0,0.0,7,1,8,Denver,-3.0,0.3,100.0,11.1
DEN,MTJ,1125,1231,57.0,2025-01-07,196.0,50.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
DEN,AUS,1003,1317,5.0,2025-01-07,775.0,0.0,0.0,7,1,10,Denver,-3.8,0.5,100.0,11.0
ORD,DCA,2105,2359,31.0,2025-01-07,612.0,0.0,0.0,7,1,21,Chicago,-6.0,0.0,100.0,3.8
DEN,SAT,1326,1640,43.0,2025-01-07,794.0,0.0,0.0,7,1,13,Denver,-5.0,0.4,100.0,9.3
DEN,LAX,1127,1303,48.0,2025-01-07,862.0,0.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
EWR,MCO,1512,1809,102.0,2025-01-07,937.0,51.0,0.0,7,1,15,New York,-3.1,0.0,87.0,28.0
IAH,FLL,1215,1549,101.0,2025-01-07,966.0,75.0,0.0,7,1,12,Houston,2.9,0.0,0.0,11.6
ORD,EWR,1608,1923,209.0,2025-01-07,719.0,200.0,0.0,7,1,16,Chicago,-4.5,0.0,100.0,6.4
DEN,TUS,1120,1333,15.0,2025-01-07,639.0,1.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
DEN,AUS,1336,1648,18.0,2025-01-07,775.0,0.0,0.0,7,1,13,Denver,-5.0,0.4,100.0,9.3
DEN,DFW,2041,2346,55.0,2025-01-07,641.0,46.0,0.0,7,1,20,Denver,-6.6,0.0,83.0,1.5
LGA,DEN,1650,1924,73.0,2025-01-07,1620.0,67.0,0.0,7,1,16,New York,-3.1,0.0,100.0,21.2
MIA,EWR,1835,2149,7.0,2025-01-07,1085.0,0.0,0.0,7,1,18,Miami,16.6,0.0,0.0,12.4
SEA,ORD,1105,1710,35.0,2025-01-07,1721.0,32.0,0.0,7,1,11,Seattle,1.9,0.0,100.0,3.9
DEN,MIA,1355,1953,34.0,2025-01-07,1709.0,0.0,0.0,7,1,13,Denver,-5.0,0.4,100.0,9.3
DEN,MSP,1325,1621,39.0,2025-01-07,680.0,23.0,0.0,7,1,13,Denver,-5.0,0.4,100.0,9.3
DEN,IAH,1720,2050,13.0,2025-01-07,862.0,0.0,0.0,7,1,17,Denver,-3.8,0.0,55.0,2.8
PHX,DEN,1440,1635,58.0,2025-01-07,602.0,42.0,0.0,7,1,14,Phoenix,15.7,0.0,99.0,6.4
ORD,MDT,1815,2113,59.0,2025-01-07,594.0,44.0,0.0,7,1,18,Chicago,-4.7,0.0,100.0,4.1
DEN,BWI,1745,2309,14.0,2025-01-07,1491.0,0.0,0.0,7,1,17,Denver,-3.8,0.0,55.0,2.8
DEN,ABQ,1115,1238,33.0,2025-01-07,349.0,22.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
DEN,BIL,1145,1323,22.0,2025-01-07,455.0,3.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
DEN,FCA,1930,2153,40.0,2025-01-07,752.0,23.0,0.0,7,1,19,Denver,-5.7,0.0,84.0,1.8
DEN,SEA,1150,1355,19.0,2025-01-07,1024.0,0.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
SAN,DEN,1559,1927,61.0,2025-01-07,853.0,54.0,0.0,7,1,15,San Diego,18.3,0.0,5.0,8.9
EWR,AUS,1835,2159,66.0,2025-01-07,1504.0,0.0,0.0,7,1,18,New York,-3.6,0.0,61.0,20.7
DEN,BZN,1330,1523,58.0,2025-01-07,524.0,37.0,0.0,7,1,13,Denver,-5.0,0.4,100.0,9.3
ORD,RSW,1610,2015,118.0,2025-01-07,1120.0,96.0,0.0,7,1,16,Chicago,-4.5,0.0,100.0,6.4
DEN,LAS,1930,2036,54.0,2025-01-07,628.0,46.0,0.0,7,1,19,Denver,-5.7,0.0,84.0,1.8
DEN,STL,940,1248,7.0,2025-01-07,770.0,0.0,7.0,7,1,9,Denver,-3.5,0.3,100.0,10.9
DEN,FSD,1745,2023,22.0,2025-01-07,483.0,7.0,0.0,7,1,17,Denver,-3.8,0.0,55.0,2.8
DEN,PDX,1155,1350,7.0,2025-01-07,991.0,0.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
DEN,ICT,1753,2021,56.0,2025-01-07,420.0,42.0,0.0,7,1,17,Denver,-3.8,0.0,55.0,2.8
DEN,MSO,1115,1332,87.0,2025-01-07,679.0,13.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
ATL,IAD,925,1112,59.0,2025-01-07,534.0,0.0,0.0,7,1,9,Atlanta,-3.1,0.0,0.0,16.2
DEN,CLE,1015,1512,0.0,2025-01-07,1201.0,0.0,0.0,7,1,10,Denver,-3.8,0.5,100.0,11.0
DEN,LAS,945,1051,62.0,2025-01-07,628.0,0.0,0.0,7,1,9,Denver,-3.5,0.3,100.0,10.9
DEN,TYS,959,1450,47.0,2025-01-07,1162.0,37.0,10.0,7,1,9,Denver,-3.5,0.3,100.0,10.9
EWR,ORD,900,1044,121.0,2025-01-07,719.0,0.0,0.0,7,1,9,New York,-6.1,0.0,12.0,17.8
DEN,MCI,1325,1609,26.0,2025-01-07,533.0,23.0,0.0,7,1,13,Denver,-5.0,0.4,100.0,9.3
DEN,DFW,1327,1633,57.0,2025-01-07,641.0,46.0,0.0,7,1,13,Denver,-5.0,0.4,100.0,9.3
DEN,SFO,600,750,20.0,2025-01-07,967.0,0.0,0.0,7,1,6,Denver,-2.6,0.2,100.0,9.0
EWR,BQN,1905,2357,8.0,2025-01-07,1585.0,0.0,0.0,7,1,19,New York,-3.6,0.0,100.0,22.7
DEN,LAX,1610,1746,95.0,2025-01-07,862.0,72.0,0.0,7,1,16,Denver,-4.2,0.1,100.0,3.4
ATL,IAD,1438,1625,104.0,2025-01-07,534.0,86.0,0.0,7,1,14,Atlanta,3.1,0.0,0.0,13.6
EWR,IAD,1859,2020,35.0,2025-01-07,212.0,0.0,0.0,7,1,18,New York,-3.6,0.0,61.0,20.7
ATL,EWR,1540,1755,-1.0,2025-01-07,746.0,0.0,0.0,7,1,15,Atlanta,3.8,0.0,0.0,13.2
EWR,LAS,1315,1556,33.0,2025-01-07,2227.0,8.0,0.0,7,1,13,New York,-3.5,0.0,83.0,29.9
EWR,PWM,2108,2230,37.0,2025-01-07,284.0,3.0,0.0,7,1,21,New York,-3.2,0.0,66.0,18.5
DEN,SJC,1145,1331,24.0,2025-01-07,948.0,0.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
ORD,EWR,1820,2141,0.0,2025-01-07,719.0,0.0,0.0,7,1,18,Chicago,-4.7,0.0,100.0,4.1
DEN,ORD,600,938,-3.0,2025-01-07,888.0,0.0,0.0,7,1,6,Denver,-2.6,0.2,100.0,9.0
EWR,DEN,1415,1636,110.0,2025-01-07,1605.0,99.0,0.0,7,1,14,New York,-3.4,0.0,92.0,29.7
DEN,IAH,1245,1616,35.0,2025-01-07,862.0,30.0,0.0,7,1,12,Denver,-4.7,0.5,100.0,11.8
DEN,MKE,1015,1339,17.0,2025-01-07,896.0,17.0,0.0,7,1,10,Denver,-3.8,0.5,100.0,11.0
DEN,COS,1131,1227,68.0,2025-01-07,73.0,67.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
DEN,IAH,1540,1910,58.0,2025-01-07,862.0,37.0,0.0,7,1,15,Denver,-4.7,0.2,100.0,4.6
DEN,RDU,940,1458,6.0,2025-01-07,1436.0,0.0,0.0,7,1,9,Denver,-3.5,0.3,100.0,10.9
DEN,SNA,1330,1501,42.0,2025-01-07,846.0,31.0,0.0,7,1,13,Denver,-5.0,0.4,100.0,9.3
EWR,JAC,1810,2109,71.0,2025-01-07,1874.0,0.0,0.0,7,1,18,New York,-3.6,0.0,61.0,20.7
IAH,LAX,1015,1216,-3.0,2025-01-07,1379.0,0.0,0.0,7,1,10,Houston,-0.4,0.0,0.0,7.9
IAH,STL,1229,1437,44.0,2025-01-07,667.0,1.0,0.0,7,1,12,Houston,2.9,0.0,0.0,11.6
LGA,DEN,1829,2103,67.0,2025-01-07,1620.0,47.0,0.0,7,1,18,New York,-3.6,0.0,61.0,20.7
DEN,MSP,2040,2343,25.0,2025-01-07,680.0,0.0,0.0,7,1,20,Denver,-6.6,0.0,83.0,1.5
DEN,ONT,1115,1241,59.0,2025-01-07,819.0,43.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
SAN,EWR,1125,1945,27.0,2025-01-07,2425.0,0.0,0.0,7,1,11,San Diego,12.1,0.0,5.0,6.1
EWR,DEN,1714,1936,37.0,2025-01-07,1605.0,25.0,0.0,7,1,17,New York,-3.2,0.0,100.0,21.2
DEN,PIT,945,1449,-3.0,2025-01-07,1290.0,0.0,0.0,7,1,9,Denver,-3.5,0.3,100.0,10.9
IAH,MCO,930,1255,9.0,2025-01-07,854.0,0.0,0.0,7,1,9,Houston,-1.0,0.0,0.0,6.5
DEN,LAX,945,1124,-3.0,2025-01-07,862.0,0.0,0.0,7,1,9,Denver,-3.5,0.3,100.0,10.9
DEN,MCI,1748,2031,3.0,2025-01-07,533.0,0.0,0.0,7,1,17,Denver,-3.8,0.0,55.0,2.8
DEN,CHS,956,1515,3.0,2025-01-07,1449.0,0.0,0.0,7,1,9,Denver,-3.5,0.3,100.0,10.9
DEN,HNL,1215,1651,43.0,2025-01-07,3365.0,0.0,0.0,7,1,12,Denver,-4.7,0.5,100.0,11.8
DEN,LAS,1118,1223,3.0,2025-01-07,628.0,0.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
EWR,PBI,2059,2359,167.0,2025-01-07,1023.0,141.0,0.0,7,1,20,New York,-3.7,0.0,86.0,23.1
EWR,HNL,905,1530,97.0,2025-01-07,4962.0,10.0,0.0,7,1,9,New York,-6.1,0.0,12.0,17.8
EWR,MCO,1714,2016,57.0,2025-01-07,937.0,0.0,0.0,7,1,17,New York,-3.2,0.0,100.0,21.2
DEN,IAD,1351,1912,33.0,2025-01-07,1452.0,27.0,0.0,7,1,13,Denver,-5.0,0.4,100.0,9.3
EWR,BTV,2211,2330,41.0,2025-01-07,266.0,25.0,0.0,7,1,22,New York,-3.6,0.0,100.0,18.4
SAN,EWR,712,1529,-4.0,2025-01-07,2425.0,0.0,0.0,7,1,7,San Diego,13.1,0.0,100.0,11.9
DEN,IAH,500,831,19.0,2025-01-07,862.0,0.0,0.0,7,1,5,Denver,-2.3,0.1,100.0,7.6
DEN,EUG,1115,1306,31.0,2025-01-07,996.0,7.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
DEN,SFO,1334,1525,43.0,2025-01-07,967.0,16.0,0.0,7,1,13,Denver,-5.0,0.4,100.0,9.3
IAH,DEN,820,1006,219.0,2025-01-07,862.0,188.0,0.0,7,1,8,Houston,0.0,0.0,0.0,7.9
DEN,GEG,1115,1248,17.0,2025-01-07,836.0,0.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
DEN,EWR,1150,1733,18.0,2025-01-07,1605.0,0.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
DEN,GJT,1125,1233,43.0,2025-01-07,212.0,31.0,12.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
ORD,CLE,730,954,160.0,2025-01-07,316.0,0.0,0.0,7,1,7,Chicago,-8.2,0.0,3.0,10.9
IAH,LAX,1835,2035,51.0,2025-01-07,1379.0,0.0,0.0,7,1,18,Houston,8.3,0.0,0.0,9.4
DEN,ANC,1900,2257,32.0,2025-01-07,2405.0,8.0,0.0,7,1,19,Denver,-5.7,0.0,84.0,1.8
DEN,IAH,1345,1716,20.0,2025-01-07,862.0,0.0,0.0,7,1,13,Denver,-5.0,0.4,100.0,9.3
DEN,BDL,1007,1554,11.0,2025-01-07,1671.0,0.0,0.0,7,1,10,Denver,-3.8,0.5,100.0,11.0
DEN,ATL,1040,1540,104.0,2025-01-07,1199.0,95.0,0.0,7,1,10,Denver,-3.8,0.5,100.0,11.0
DEN,BOS,1355,1948,13.0,2025-01-07,1754.0,0.0,0.0,7,1,13,Denver,-5.0,0.4,100.0,9.3
DEN,EWR,2359,537,9.0,2025-01-07,1605.0,0.0,0.0,7,1,23,Denver,-7.8,0.0,15.0,4.8
DEN,BOI,1115,1323,24.0,2025-01-07,649.0,1.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
ATL,DEN,1639,1815,111.0,2025-01-07,1199.0,109.0,0.0,7,1,16,Atlanta,3.9,0.0,0.0,13.6
DEN,LAS,1744,1850,-1.0,2025-01-07,628.0,0.0,0.0,7,1,17,Denver,-3.8,0.0,55.0,2.8
DEN,ELP,1130,1326,121.0,2025-01-07,563.0,104.0,0.0,7,1,11,Denver,-4.1,0.5,100.0,11.6
BOS,IAD,1445,1628,11.0,2025-01-07,413.0,0.0,0.0,7,1,14,Boston,-3.8,0.0,89.0,27.0
ATL,EWR,1121,1332,45.0,2025-01-07,746.0,45.0,0.0,7,1,11,Atlanta,-0.8,0.0,3.0,17.2
DEN,SEA,750,959,5.0,2025-01-07,1024.0,0.0,0.0,7,1,7,Denver,-2.7,0.3,100.0,9.8
EWR,DEN,1529,1756,26.0,2025-01-06,1605.0,0.0,0.0,6,1,15,New York,-1.9,0.1,100.0,4.3
LAX,ORD,1415,2025,-2.0,2025-01-06,1744.0,0.0,0.0,6,1,14,Los Angeles,16.8,0.0,5.0,1.4
LAX,IAD,840,1624,0.0,2025-01-06,2288.0,0.0,0.0,6,1,8,Los Angeles,10.0,0.0,0.0,1.7
ORD,JAX,1820,2158,243.0,2025-01-06,864.0,174.0,45.0,6,1,18,Chicago,-2.9,0.3,100.0,17.3
EWR,IAD,2200,2323,108.0,2025-01-06,212.0,0.0,0.0,6,1,22,New York,-3.6,0.0,100.0,15.4
DEN,TUL,2043,2328,53.0,2025-01-06,541.0,44.0,0.0,6,1,20,Denver,-1.0,0.0,100.0,8.9
IAH,DSM,2004,2230,22.0,2025-01-06,802.0,0.0,0.0,6,1,20,Houston,4.3,0.0,0.0,11.1
ORD,RSW,850,1256,24.0,2025-01-06,1120.0,19.0,0.0,6,1,8,Chicago,-1.3,0.0,100.0,24.3
ORD,SAN,1315,1548,84.0,2025-01-06,1723.0,0.0,0.0,6,1,13,Chicago,-1.4,0.0,100.0,26.8
IAH,BNA,2014,2211,49.0,2025-01-06,657.0,0.0,0.0,6,1,20,Houston,4.3,0.0,0.0,11.1
EWR,LAX,1005,1304,-2.0,2025-01-06,2454.0,0.0,0.0,6,1,10,New York,-2.1,0.2,100.0,2.8
IAH,DEN,1057,1237,73.0,2025-01-06,862.0,33.0,0.0,6,1,10,Houston,-0.7,0.0,0.0,16.5
ORD,PDX,907,1150,90.0,2025-01-06,1739.0,0.0,64.0,6,1,9,Chicago,-2.0,0.2,100.0,21.7
ORD,SLC,1245,1522,38.0,2025-01-06,1250.0,0.0,0.0,6,1,12,Chicago,-1.5,0.0,100.0,27.6
DEN,SNA,804,937,178.0,2025-01-06,846.0,167.0,0.0,6,1,8,Denver,-6.7,0.0,42.0,4.0
ORD,IAH,2129,30,19.0,2025-01-06,925.0,0.0,0.0,6,1,21,Chicago,-4.2,0.2,100.0,17.7
IAH,MCO,1240,1601,33.0,2025-01-06,854.0,0.0,0.0,6,1,12,Houston,1.3,0.0,0.0,18.7
ORD,LGA,900,1212,79.0,2025-01-06,733.0,79.0,0.0,6,1,9,Chicago,-2.0,0.2,100.0,21.7
DEN,SBA,1945,2128,5.0,2025-01-06,916.0,0.0,0.0,6,1,19,Denver,1.0,0.0,100.0,9.2
IAH,LGA,1849,2315,46.0,2025-01-06,1416.0,29.0,0.0,6,1,18,Houston,6.1,0.0,0.0,15.0
ORD,EWR,1355,1711,39.0,2025-01-06,719.0,0.0,0.0,6,1,13,Chicago,-1.4,0.0,100.0,26.8
ORD,CLE,1750,2012,25.0,2025-01-06,316.0,15.0,0.0,6,1,17,Chicago,-1.4,0.3,100.0,22.7
LAX,SFO,805,939,38.0,2025-01-06,337.0,23.0,4.0,6,1,8,Los Angeles,10.0,0.0,0.0,1.7
IAH,STL,2158,2359,37.0,2025-01-06,667.0,6.0,0.0,6,1,21,Houston,3.9,0.0,0.0,12.5
MIA,DEN,1546,1820,76.0,2025-01-06,1709.0,48.0,0.0,6,1,15,Miami,26.5,0.0,79.0,21.0
DEN,GRR,1012,1449,47.0,2025-01-06,1015.0,27.0,0.0,6,1,10,Denver,-8.6,0.0,11.0,2.7
ORD,CLT,1415,1723,86.0,2025-01-06,599.0,67.0,0.0,6,1,14,Chicago,-1.4,0.0,100.0,25.9
ORD,BOS,2130,54,56.0,2025-01-06,867.0,42.0,0.0,6,1,21,Chicago,-4.2,0.2,100.0,17.7
ORD,PSP,945,1224,64.0,2025-01-06,1651.0,25.0,0.0,6,1,9,Chicago,-2.0,0.2,100.0,21.7
ORD,STL,1420,1547,85.0,2025-01-06,258.0,58.0,27.0,6,1,14,Chicago,-1.4,0.0,100.0,25.9
SAN,IAD,1250,2041,15.0,2025-01-06,2253.0,0.0,0.0,6,1,12,San Diego,10.6,0.0,1.0,5.5
DEN,EWR,1753,2337,140.0,2025-01-06,1605.0,73.0,0.0,6,1,17,Denver,2.9,0.0,90.0,6.1
EWR,BOS,1715,1828,8.0,2025-01-06,200.0,0.0,0.0,6,1,17,New York,-1.7,0.0,100.0,8.4
DEN,BOS,2359,557,24.0,2025-01-06,1754.0,0.0,0.0,6,1,23,Denver,-1.6,0.1,100.0,7.3
LAX,DEN,1910,2235,303.0,2025-01-06,862.0,282.0,0.0,6,1,19,Los Angeles,22.8,0.0,9.0,6.0
LAX,SFO,1122,1256,-5.0,2025-01-06,337.0,0.0,0.0,6,1,11,Los Angeles,10.0,0.0,0.0,1.1
PHX,ORD,800,1232,191.0,2025-01-06,1440.0,86.0,0.0,6,1,8,Phoenix,7.4,0.0,35.0,5.1
EWR,MIA,826,1145,-6.0,2025-01-06,1085.0,0.0,0.0,6,1,8,New York,-2.2,0.0,100.0,2.9
MIA,EWR,1434,1747,103.0,2025-01-06,1085.0,70.0,0.0,6,1,14,Miami,26.2,0.0,59.0,20.4
SAN,ORD,1655,2258,33.0,2025-01-06,1723.0,19.0,0.0,6,1,16,San Diego,19.6,0.0,4.0,7.3
ORD,LAS,2019,2230,48.0,2025-01-06,1514.0,0.0,20.0,6,1,20,Chicago,-3.7,0.3,100.0,20.7
ORD,IAH,1035,1338,93.0,2025-01-06,925.0,62.0,0.0,6,1,10,Chicago,-1.8,0.0,100.0,23.0
ORD,SYR,1817,2115,37.0,2025-01-06,607.0,0.0,27.0,6,1,18,Chicago,-2.9,0.3,100.0,17.3
EWR,TPA,1818,2127,57.0,2025-01-06,997.0,52.0,0.0,6,1,18,New York,-1.8,0.0,99.0,6.0
EWR,MSY,1231,1503,193.0,2025-01-06,1167.0,151.0,0.0,6,1,12,New York,-1.9,0.4,100.0,1.3
ORD,MSY,2005,2241,133.0,2025-01-06,837.0,74.0,0.0,6,1,20,Chicago,-3.7,0.3,100.0,20.7
ORD,JAX,1051,1423,84.0,2025-01-06,864.0,57.0,0.0,6,1,10,Chicago,-1.8,0.0,100.0,23.0
ORD,LAS,935,1144,33.0,2025-01-06,1514.0,0.0,23.0,6,1,9,Chicago,-2.0,0.2,100.0,21.7
EWR,ATL,1609,1842,211.0,2025-01-06,746.0,177.0,0.0,6,1,16,New York,-1.8,0.0,100.0,6.8
ORD,JAC,914,1141,56.0,2025-01-06,1162.0,0.0,0.0,6,1,9,Chicago,-2.0,0.2,100.0,21.7
DEN,LGA,947,1530,-1.0,2025-01-06,1620.0,0.0,0.0,6,1,9,Denver,-8.3,0.0,18.0,2.2
IAH,DEN,500,640,145.0,2025-01-06,862.0,0.0,0.0,6,1,5,Houston,0.7,0.0,0.0,19.1
IAH,DEN,720,900,614.0,2025-01-06,862.0,584.0,0.0,6,1,7,Houston,-0.1,0.0,0.0,19.2
ORD,IAH,725,1028,34.0,2025-01-06,925.0,0.0,20.0,6,1,7,Chicago,-1.7,0.1,100.0,24.1
ORD,RDU,1835,2142,154.0,2025-01-06,646.0,124.0,0.0,6,1,18,Chicago,-2.9,0.3,100.0,17.3
DEN,BUR,1945,2123,18.0,2025-01-06,850.0,0.0,0.0,6,1,19,Denver,1.0,0.0,100.0,9.2
IAH,ABQ,2026,2152,48.0,2025-01-06,744.0,0.0,0.0,6,1,20,Houston,4.3,0.0,0.0,11.1
LGA,IAH,1225,1540,2.0,2025-01-06,1416.0,0.0,0.0,6,1,12,New York,-1.9,0.4,100.0,1.3
ORD,LGA,600,910,7.0,2025-01-06,733.0,0.0,7.0,6,1,6,Chicago,-2.1,0.1,100.0,25.3
DEN,PHX,617,823,2.0,2025-01-06,602.0,0.0,0.0,6,1,6,Denver,-5.8,0.0,46.0,4.3
LGA,DEN,1829,2103,83.0,2025-01-06,1620.0,0.0,0.0,6,1,18,New York,-1.8,0.0,99.0,6.0
